Station,Date,TimeSST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
NSTU,2/22/2012,10:15 AM,82.4,77.0,84,29.94,8.0,SE,16.1,-,N/A,,Partly Cloudy,130,2012-02-22 21:15:00
NSTU,2/22/2012,10:35 AM,82.4,75.2,79,29.93,10.0,SE,12.7,17.3,N/A,,Clear,130,2012-02-22 21:35:00
NSTU,2/22/2012,10:55 AM,82.4,75.2,79,29.93,10.0,SE,10.4,-,N/A,,Scattered Clouds,130,2012-02-22 21:55:00
NSTU,2/22/2012,11:15 AM,82.4,75.2,79,29.92,10.0,SSE,11.5,-,N/A,,Mostly Cloudy,150,2012-02-22 22:15:00
NSTU,2/22/2012,11:35 AM,82.4,75.2,79,29.92,9.0,SE,9.2,-,N/A,,Mostly Cloudy,140,2012-02-22 22:35:00
NSTU,2/22/2012,11:55 AM,84.2,75.2,74,29.92,10.0,ESE,13.8,-,N/A,,Mostly Cloudy,120,2012-02-22 22:55:00
NSTU,2/22/2012,12:15 PM,84.2,75.2,74,29.91,10.0,SE,12.7,-,N/A,,Scattered Clouds,130,2012-02-22 23:15:00
NSTU,2/22/2012,12:35 PM,84.2,75.2,74,29.91,10.0,SE,13.8,-,N/A,,Scattered Clouds,130,2012-02-22 23:35:00
NSTU,2/22/2012,12:55 PM,84.2,75.2,74,29.89,10.0,SE,13.8,-,N/A,,Mostly Cloudy,140,2012-02-22 23:55:00
NSTU,2/22/2012,1:15 PM,80.6,71.6,74,29.89,9.0,East,18.4,27.6,N/A,,Mostly Cloudy,90,2012-02-23 00:15:00
NSTU,2/22/2012,1:35 PM,78.8,73.4,83,29.89,1.8,East,16.1,-,N/A,Rain,Light Rain,100,2012-02-23 00:35:00
NSTU,2/22/2012,1:55 PM,78.8,73.4,83,29.88,8.0,ESE,13.8,-,N/A,Rain,Light Rain,110,2012-02-23 00:55:00
NSTU,2/22/2012,2:15 PM,80.6,73.4,79,29.88,10.0,East,12.7,-,N/A,Rain,Light Rain,100,2012-02-23 01:15:00
NSTU,2/22/2012,2:35 PM,80.6,73.4,79,29.86,10.0,East,12.7,-,N/A,,Clear,100,2012-02-23 01:35:00
NSTU,2/22/2012,2:55 PM,82.4,73.4,74,29.86,10.0,East,11.5,-,N/A,,Clear,80,2012-02-23 01:55:00
NSTU,2/22/2012,3:15 PM,82.4,73.4,74,29.86,10.0,East,12.7,-,N/A,,Clear,100,2012-02-23 02:15:00
NSTU,2/22/2012,3:35 PM,82.4,73.4,74,29.86,10.0,SE,15.0,20.7,N/A,,Partly Cloudy,130,2012-02-23 02:35:00
NSTU,2/22/2012,3:55 PM,82.4,73.4,74,29.86,10.0,SE,16.1,-,N/A,,Scattered Clouds,130,2012-02-23 02:55:00
NSTU,2/22/2012,4:15 PM,82.4,75.2,79,29.85,9.0,ESE,12.7,18.4,N/A,,Clear,120,2012-02-23 03:15:00
NSTU,2/22/2012,4:35 PM,80.6,73.4,79,29.85,9.0,ESE,12.7,-,N/A,,Clear,120,2012-02-23 03:35:00
NSTU,2/22/2012,4:55 PM,80.6,73.4,79,29.85,9.0,ESE,13.8,-,N/A,,Clear,120,2012-02-23 03:55:00
NSTU,2/22/2012,5:15 PM,80.6,73.4,79,29.85,10.0,ESE,13.8,-,N/A,,Scattered Clouds,120,2012-02-23 04:15:00
NSTU,2/22/2012,5:35 PM,80.6,73.4,79,29.86,10.0,ESE,12.7,-,N/A,,Scattered Clouds,110,2012-02-23 04:35:00
NSTU,2/22/2012,5:55 PM,80.6,73.4,79,29.86,8.0,ESE,16.1,-,N/A,,Partly Cloudy,110,2012-02-23 04:55:00
NSTU,2/22/2012,6:15 PM,80.6,73.4,79,29.87,10.0,East,13.8,-,N/A,,Partly Cloudy,100,2012-02-23 05:15:00
NSTU,2/22/2012,6:35 PM,80.6,73.4,79,29.87,9.0,ESE,12.7,-,N/A,,Mostly Cloudy,110,2012-02-23 05:35:00
NSTU,2/22/2012,6:55 PM,80.6,73.4,79,29.87,9.0,ESE,15.0,-,N/A,,Mostly Cloudy,110,2012-02-23 05:55:00
NSTU,2/22/2012,7:15 PM,80.6,73.4,79,29.87,10.0,ESE,12.7,-,N/A,,Mostly Cloudy,110,2012-02-23 06:15:00
NSTU,2/22/2012,7:35 PM,80.6,75.2,84,29.87,9.0,ESE,15.0,-,N/A,,Mostly Cloudy,120,2012-02-23 06:35:00
NSTU,2/22/2012,7:55 PM,80.6,75.2,84,29.88,10.0,SE,16.1,19.6,N/A,,Mostly Cloudy,130,2012-02-23 06:55:00
NSTU,2/22/2012,8:15 PM,80.6,75.2,84,29.89,9.0,ESE,15.0,-,N/A,,Mostly Cloudy,120,2012-02-23 07:15:00
NSTU,2/22/2012,8:35 PM,80.6,75.2,84,29.89,10.0,ESE,13.8,-,N/A,,Overcast,120,2012-02-23 07:35:00
NSTU,2/22/2012,8:55 PM,80.6,75.2,84,29.90,9.0,East,13.8,-,N/A,,Mostly Cloudy,100,2012-02-23 07:55:00
NSTU,2/22/2012,9:15 PM,80.6,75.2,84,29.90,9.0,East,13.8,-,N/A,,Clear,90,2012-02-23 08:15:00
NSTU,2/22/2012,9:35 PM,80.6,75.2,84,29.90,10.0,East,13.8,-,N/A,,Clear,90,2012-02-23 08:35:00
NSTU,2/22/2012,9:55 PM,80.6,75.2,84,29.91,10.0,East,15.0,18.4,N/A,,Scattered Clouds,90,2012-02-23 08:55:00
NSTU,2/22/2012,10:15 PM,80.6,75.2,84,29.92,10.0,East,12.7,-,N/A,,Partly Cloudy,90,2012-02-23 09:15:00
NSTU,2/22/2012,10:35 PM,80.6,75.2,84,29.92,10.0,East,13.8,-,N/A,,Partly Cloudy,100,2012-02-23 09:35:00
NSTU,2/22/2012,10:55 PM,80.6,73.4,79,29.91,10.0,East,12.7,-,N/A,,Partly Cloudy,90,2012-02-23 09:55:00
NSTU,2/22/2012,11:15 PM,80.6,75.2,84,29.90,10.0,East,11.5,-,N/A,,Partly Cloudy,100,2012-02-23 10:15:00
NSTU,2/22/2012,11:35 PM,80.6,75.2,84,29.90,10.0,ESE,16.1,-,N/A,,Mostly Cloudy,110,2012-02-23 10:35:00
NSTU,2/22/2012,11:55 PM,80.6,75.2,84,29.89,5.0,East,10.4,19.6,N/A,,Mostly Cloudy,90,2012-02-23 10:55:00
NSTU,2/23/2012,12:15 AM,80.6,75.2,84,29.89,10.0,ESE,15.0,-,N/A,,Overcast,120,2012-02-23 11:15:00
NSTU,2/23/2012,12:35 AM,80.6,75.2,84,29.87,10.0,ESE,15.0,-,N/A,,Mostly Cloudy,120,2012-02-23 11:35:00
NSTU,2/23/2012,12:55 AM,80.6,75.2,84,29.87,6.0,SE,17.3,23.0,N/A,,Mostly Cloudy,130,2012-02-23 11:55:00
NSTU,2/23/2012,1:15 AM,80.6,75.2,84,29.88,2.5,NE,18.4,24.2,N/A,,Mostly Cloudy,40,2012-02-23 12:15:00
NSTU,2/23/2012,1:35 AM,77.0,73.4,89,29.87,1.0,ENE,11.5,-,N/A,,Overcast,70,2012-02-23 12:35:00
NSTU,2/23/2012,1:55 AM,77.0,73.4,89,29.87,1.0,ENE,11.5,-,N/A,,Overcast,60,2012-02-23 12:55:00
NSTU,2/23/2012,2:15 AM,77.0,75.2,94,29.86,2.5,East,11.5,-,N/A,,Mostly Cloudy,100,2012-02-23 13:15:00
NSTU,2/23/2012,2:35 AM,78.8,75.2,89,29.85,4.0,ESE,13.8,-,N/A,,Unknown,110,2012-02-23 13:35:00
NSTU,2/23/2012,2:55 AM,77.0,75.2,94,29.84,5.0,East,12.7,-,N/A,,Mostly Cloudy,100,2012-02-23 13:55:00
NSTU,2/23/2012,3:15 AM,77.0,75.2,94,29.83,8.0,East,13.8,-,N/A,,Mostly Cloudy,100,2012-02-23 14:15:00
NSTU,2/23/2012,3:35 AM,78.8,75.2,89,29.83,10.0,East,11.5,-,N/A,,Mostly Cloudy,100,2012-02-23 14:35:00
NSTU,2/23/2012,3:55 AM,80.6,75.2,84,29.82,10.0,East,12.7,-,N/A,,Mostly Cloudy,100,2012-02-23 14:55:00
NSTU,2/23/2012,4:15 AM,80.6,75.2,84,29.82,5.0,East,13.8,-,N/A,,Overcast,100,2012-02-23 15:15:00
NSTU,2/23/2012,4:35 AM,78.8,73.4,83,29.82,4.0,ENE,13.8,-,N/A,,Mostly Cloudy,70,2012-02-23 15:35:00
NSTU,2/23/2012,4:55 AM,77.0,73.4,89,29.82,10.0,ENE,15.0,-,N/A,,Mostly Cloudy,70,2012-02-23 15:55:00
NSTU,2/23/2012,5:15 AM,77.0,73.4,89,29.83,10.0,ENE,13.8,-,N/A,,Overcast,70,2012-02-23 16:15:00
NSTU,2/23/2012,5:35 AM,78.8,75.2,89,29.83,7.0,East,11.5,-,N/A,,Overcast,80,2012-02-23 16:35:00
NSTU,2/23/2012,5:55 AM,80.6,75.2,84,29.83,10.0,East,12.7,-,N/A,,Mostly Cloudy,90,2012-02-23 16:55:00
NSTU,2/23/2012,6:15 AM,80.6,75.2,84,29.83,10.0,East,13.8,-,N/A,,Mostly Cloudy,100,2012-02-23 17:15:00
NSTU,2/23/2012,6:35 AM,77.0,73.4,89,29.85,1.5,ENE,15.0,-,N/A,,Overcast,70,2012-02-23 17:35:00
NSTU,2/23/2012,6:55 AM,77.0,73.4,89,29.85,2.0,ENE,10.4,-,N/A,,Overcast,60,2012-02-23 17:55:00
NSTU,2/23/2012,7:15 AM,77.0,71.6,83,29.85,9.0,East,10.4,-,N/A,,Overcast,90,2012-02-23 18:15:00
NSTU,2/23/2012,7:35 AM,77.0,71.6,83,29.85,0.5,NW,6.9,-,N/A,,Overcast,320,2012-02-23 18:35:00
NSTU,2/23/2012,7:55 AM,77.0,73.4,89,29.85,10.0,NW,4.6,-,N/A,,Mostly Cloudy,310,2012-02-23 18:55:00
NSTU,2/23/2012,8:15 AM,75.2,73.4,94,29.86,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-02-23 19:15:00
NSTU,2/23/2012,8:35 AM,77.0,75.2,94,29.86,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-02-23 19:35:00
NSTU,2/23/2012,8:55 AM,80.6,77.0,89,29.86,10.0,NE,6.9,-,N/A,,Mostly Cloudy,40,2012-02-23 19:55:00
NSTU,2/23/2012,9:15 AM,84.2,77.0,79,29.87,8.0,ENE,13.8,-,N/A,,Mostly Cloudy,70,2012-02-23 20:15:00
NSTU,2/23/2012,9:35 AM,84.2,75.2,74,29.86,7.0,East,13.8,-,N/A,,Scattered Clouds,80,2012-02-23 20:35:00
NSTU,2/23/2012,9:55 AM,84.2,75.2,74,29.86,8.0,East,13.8,-,N/A,,Scattered Clouds,80,2012-02-23 20:55:00
NSTU,2/23/2012,10:15 AM,84.2,75.2,74,29.86,8.0,ENE,12.7,-,N/A,,Scattered Clouds,70,2012-02-23 21:15:00
NSTU,2/23/2012,10:35 AM,84.2,75.2,74,29.85,9.0,East,13.8,-,N/A,,Partly Cloudy,80,2012-02-23 21:35:00
NSTU,2/23/2012,10:55 AM,84.2,75.2,74,29.85,9.0,ENE,15.0,-,N/A,,Scattered Clouds,70,2012-02-23 21:55:00
NSTU,2/23/2012,11:15 AM,82.4,73.4,74,29.85,10.0,ENE,15.0,-,N/A,,Partly Cloudy,60,2012-02-23 22:15:00
NSTU,2/23/2012,11:35 AM,82.4,73.4,74,29.85,10.0,NE,9.2,-,N/A,,Clear,50,2012-02-23 22:35:00
NSTU,2/23/2012,11:55 AM,82.4,73.4,74,29.85,9.0,East,12.7,-,N/A,,Scattered Clouds,80,2012-02-23 22:55:00
NSTU,2/23/2012,12:15 PM,82.4,73.4,74,29.84,10.0,ENE,10.4,-,N/A,,Partly Cloudy,60,2012-02-23 23:15:00
NSTU,2/23/2012,12:35 PM,82.4,75.2,79,29.84,10.0,North,5.8,-,N/A,,Partly Cloudy,10,2012-02-23 23:35:00
NSTU,2/23/2012,12:55 PM,82.4,75.2,79,29.84,10.0,North,5.8,-,N/A,,Mostly Cloudy,360,2012-02-23 23:55:00
NSTU,2/23/2012,1:15 PM,80.6,71.6,74,29.83,10.0,NNW,4.6,-,N/A,,Partly Cloudy,330,2012-02-24 00:15:00
NSTU,2/23/2012,1:35 PM,80.6,73.4,79,29.82,10.0,NNW,3.5,-,N/A,,Clear,340,2012-02-24 00:35:00
NSTU,2/23/2012,1:55 PM,80.6,73.4,79,29.82,9.0,ENE,15.0,18.4,N/A,Rain,Light Rain,60,2012-02-24 00:55:00
NSTU,2/23/2012,2:15 PM,80.6,73.4,79,29.81,10.0,NNE,5.8,-,N/A,,Partly Cloudy,30,2012-02-24 01:15:00
NSTU,2/23/2012,2:35 PM,80.6,73.4,79,29.80,10.0,NE,4.6,-,N/A,,Clear,50,2012-02-24 01:35:00
NSTU,2/23/2012,2:55 PM,82.4,71.6,70,29.80,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2012-02-24 01:55:00
NSTU,2/23/2012,3:15 PM,80.6,71.6,74,29.80,10.0,ENE,5.8,-,N/A,,Clear,60,2012-02-24 02:15:00
NSTU,2/23/2012,3:35 PM,80.6,73.4,79,29.80,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-24 02:35:00
NSTU,2/23/2012,3:55 PM,80.6,73.4,79,29.80,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-24 02:55:00
NSTU,2/23/2012,4:15 PM,80.6,73.4,79,29.80,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-24 03:15:00
NSTU,2/23/2012,4:35 PM,80.6,73.4,79,29.79,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-24 03:35:00
NSTU,2/23/2012,4:55 PM,80.6,73.4,79,29.80,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-24 03:55:00
NSTU,2/23/2012,5:15 PM,80.6,73.4,79,29.81,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-24 04:15:00
NSTU,2/23/2012,5:35 PM,80.6,75.2,84,29.81,9.0,WSW,6.9,-,N/A,,Clear,250,2012-02-24 04:35:00
NSTU,2/23/2012,5:55 PM,78.8,75.2,89,29.82,10.0,WSW,6.9,-,N/A,,Clear,250,2012-02-24 04:55:00
NSTU,2/23/2012,6:15 PM,77.0,75.2,94,29.83,10.0,WSW,5.8,-,N/A,,Clear,250,2012-02-24 05:15:00
NSTU,2/23/2012,6:35 PM,77.0,73.4,89,29.83,3.0,WSW,4.6,-,N/A,Rain,Light Rain,240,2012-02-24 05:35:00
NSTU,2/23/2012,6:55 PM,77.0,73.4,89,29.83,10.0,West,5.8,-,N/A,,Mostly Cloudy,260,2012-02-24 05:55:00
NSTU,2/23/2012,7:15 PM,75.2,73.4,94,29.84,10.0,SW,4.6,-,N/A,,Mostly Cloudy,230,2012-02-24 06:15:00
NSTU,2/23/2012,7:35 PM,75.2,73.4,94,29.86,10.0,SSW,3.5,-,N/A,,Overcast,210,2012-02-24 06:35:00
NSTU,2/23/2012,7:55 PM,77.0,73.4,89,29.86,6.0,South,10.4,-,N/A,Rain,Light Rain,180,2012-02-24 06:55:00
NSTU,2/23/2012,8:15 PM,77.0,73.4,89,29.87,7.0,SE,6.9,-,N/A,Rain,Light Rain,130,2012-02-24 07:15:00
NSTU,2/23/2012,8:35 PM,75.2,73.4,94,29.89,8.0,SE,11.5,-,N/A,,Overcast,140,2012-02-24 07:35:00
NSTU,2/23/2012,8:55 PM,75.2,71.6,89,29.90,10.0,ENE,5.8,-,N/A,,Overcast,60,2012-02-24 07:55:00
NSTU,2/23/2012,9:15 PM,75.2,71.6,89,29.89,10.0,Calm,Calm,-,N/A,,Overcast,0,2012-02-24 08:15:00
NSTU,2/23/2012,9:35 PM,75.2,71.6,89,29.90,10.0,ENE,9.2,-,N/A,,Overcast,70,2012-02-24 08:35:00
NSTU,2/23/2012,9:55 PM,75.2,71.6,89,29.90,10.0,ENE,6.9,-,N/A,,Overcast,70,2012-02-24 08:55:00
NSTU,2/23/2012,10:15 PM,75.2,73.4,94,29.90,5.0,East,9.2,-,N/A,Rain,Light Rain,80,2012-02-24 09:15:00
NSTU,2/23/2012,10:35 PM,75.2,73.4,94,29.90,7.0,East,12.7,-,N/A,Rain,Light Rain,100,2012-02-24 09:35:00
NSTU,2/23/2012,10:55 PM,75.2,71.6,89,29.89,10.0,East,11.5,-,N/A,,Mostly Cloudy,90,2012-02-24 09:55:00
NSTU,2/23/2012,11:15 PM,75.2,71.6,89,29.89,7.0,ENE,10.4,-,N/A,,Mostly Cloudy,70,2012-02-24 10:15:00
NSTU,2/23/2012,11:35 PM,75.2,71.6,89,29.88,10.0,ENE,9.2,-,N/A,,Mostly Cloudy,60,2012-02-24 10:35:00
NSTU,2/23/2012,11:55 PM,75.2,73.4,94,29.88,9.0,ENE,10.4,-,N/A,,Mostly Cloudy,70,2012-02-24 10:55:00
NSTU,2/24/2012,12:15 AM,77.0,73.4,89,29.87,10.0,ENE,10.4,-,N/A,,Mostly Cloudy,60,2012-02-24 11:15:00
NSTU,2/24/2012,12:35 AM,77.0,73.4,89,29.85,10.0,NE,5.8,-,N/A,,Mostly Cloudy,40,2012-02-24 11:35:00
NSTU,2/24/2012,12:55 AM,77.0,73.4,89,29.85,10.0,ENE,11.5,-,N/A,,Overcast,60,2012-02-24 11:55:00
NSTU,2/24/2012,1:15 AM,77.0,73.4,89,29.84,10.0,NE,5.8,-,N/A,,Overcast,40,2012-02-24 12:15:00
NSTU,2/24/2012,1:35 AM,77.0,73.4,89,29.83,10.0,NE,11.5,19.6,N/A,,Mostly Cloudy,40,2012-02-24 12:35:00
NSTU,2/24/2012,1:55 AM,77.0,73.4,89,29.82,10.0,NE,5.8,-,N/A,,Mostly Cloudy,40,2012-02-24 12:55:00
NSTU,2/24/2012,2:15 AM,77.0,73.4,89,29.82,10.0,ENE,9.2,-,N/A,,Mostly Cloudy,60,2012-02-24 13:15:00
NSTU,2/24/2012,2:35 AM,77.0,73.4,89,29.82,10.0,NNE,4.6,-,N/A,,Mostly Cloudy,30,2012-02-24 13:35:00
NSTU,2/24/2012,2:55 AM,77.0,73.4,89,29.82,10.0,ENE,5.8,-,N/A,,Overcast,60,2012-02-24 13:55:00
NSTU,2/24/2012,3:35 AM,75.2,71.6,89,29.81,10.0,North,4.6,-,N/A,,Mostly Cloudy,10,2012-02-24 14:35:00
NSTU,2/24/2012,3:55 AM,75.2,71.6,89,29.81,10.0,North,5.8,-,N/A,,Mostly Cloudy,360,2012-02-24 14:55:00
NSTU,2/24/2012,4:15 AM,77.0,73.4,89,29.80,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2012-02-24 15:15:00
NSTU,2/24/2012,4:35 AM,77.0,73.4,89,29.80,8.0,East,11.5,-,N/A,,Mostly Cloudy,90,2012-02-24 15:35:00
NSTU,2/24/2012,4:55 AM,77.0,73.4,89,29.81,10.0,East,10.4,-,N/A,,Mostly Cloudy,90,2012-02-24 15:55:00
NSTU,2/24/2012,5:15 AM,77.0,73.4,89,29.80,10.0,ENE,9.2,-,N/A,,Scattered Clouds,70,2012-02-24 16:15:00
NSTU,2/24/2012,5:35 AM,77.0,73.4,89,29.80,9.0,East,11.5,-,N/A,,Scattered Clouds,90,2012-02-24 16:35:00
NSTU,2/24/2012,5:55 AM,77.0,73.4,89,29.80,10.0,East,9.2,-,N/A,,Scattered Clouds,80,2012-02-24 16:55:00
NSTU,2/24/2012,6:15 AM,78.8,73.4,83,29.81,8.0,East,10.4,-,N/A,,Mostly Cloudy,90,2012-02-24 17:15:00
NSTU,2/24/2012,6:35 AM,78.8,73.4,83,29.81,10.0,ESE,10.4,-,N/A,,Overcast,110,2012-02-24 17:35:00
NSTU,2/24/2012,6:55 AM,78.8,73.4,83,29.81,10.0,East,8.1,-,N/A,,Overcast,80,2012-02-24 17:55:00
NSTU,2/24/2012,7:15 AM,78.8,73.4,83,29.82,8.0,East,8.1,-,N/A,,Scattered Clouds,100,2012-02-24 18:15:00
NSTU,2/24/2012,7:35 AM,80.6,73.4,79,29.82,10.0,ESE,10.4,-,N/A,,Scattered Clouds,110,2012-02-24 18:35:00
NSTU,2/24/2012,7:55 AM,80.6,73.4,79,29.83,10.0,ESE,10.4,-,N/A,,Mostly Cloudy,110,2012-02-24 18:55:00
NSTU,2/24/2012,8:15 AM,80.6,73.4,79,29.83,10.0,East,9.2,-,N/A,,Scattered Clouds,90,2012-02-24 19:15:00
NSTU,2/24/2012,8:35 AM,80.6,73.4,79,29.83,10.0,East,10.4,-,N/A,,Clear,90,2012-02-24 19:35:00
NSTU,2/24/2012,8:55 AM,82.4,73.4,74,29.83,9.0,East,10.4,-,N/A,,Clear,80,2012-02-24 19:55:00
NSTU,2/24/2012,9:10 AM,82.4,73.4,74,29.83,9.0,ENE,11.5,-,N/A,,Clear,70,2012-02-24 20:10:00
NSTU,2/24/2012,9:35 AM,82.4,73.4,74,29.83,10.0,East,12.7,-,N/A,,Clear,80,2012-02-24 20:35:00
NSTU,2/24/2012,9:55 AM,82.4,73.4,74,29.83,10.0,East,12.7,-,N/A,,Clear,80,2012-02-24 20:55:00
NSTU,2/24/2012,10:15 AM,82.4,73.4,74,29.83,9.0,East,13.8,-,N/A,,Scattered Clouds,90,2012-02-24 21:15:00
NSTU,2/24/2012,10:35 AM,84.2,75.2,74,29.83,8.0,ENE,15.0,-,N/A,,Scattered Clouds,70,2012-02-24 21:35:00
NSTU,2/24/2012,10:55 AM,84.2,73.4,70,29.83,8.0,East,13.8,18.4,N/A,,Partly Cloudy,80,2012-02-24 21:55:00
NSTU,2/24/2012,11:15 AM,84.2,75.2,74,29.82,10.0,ENE,15.0,-,N/A,,Partly Cloudy,70,2012-02-24 22:15:00
NSTU,2/24/2012,11:35 AM,84.2,75.2,74,29.82,9.0,ENE,13.8,-,N/A,,Clear,60,2012-02-24 22:35:00
NSTU,2/24/2012,11:55 AM,84.2,75.2,74,29.81,10.0,ENE,13.8,-,N/A,,Clear,70,2012-02-24 22:55:00
NSTU,2/24/2012,12:15 PM,84.2,73.4,70,29.81,10.0,East,12.7,-,N/A,,Clear,80,2012-02-24 23:15:00
NSTU,2/24/2012,12:35 PM,84.2,73.4,70,29.80,9.0,East,11.5,-,N/A,,Clear,80,2012-02-24 23:35:00
NSTU,2/24/2012,12:55 PM,84.2,75.2,74,29.80,10.0,East,11.5,-,N/A,,Clear,80,2012-02-24 23:55:00
NSTU,2/24/2012,1:15 PM,84.2,73.4,70,29.79,10.0,ENE,12.7,-,N/A,,Clear,70,2012-02-25 00:15:00
NSTU,2/24/2012,1:35 PM,84.2,75.2,74,29.78,10.0,East,12.7,-,N/A,,Partly Cloudy,90,2012-02-25 00:35:00
NSTU,2/24/2012,1:55 PM,84.2,75.2,74,29.77,9.0,ENE,11.5,-,N/A,,Partly Cloudy,70,2012-02-25 00:55:00
NSTU,2/24/2012,2:15 PM,84.2,75.2,74,29.76,10.0,ENE,12.7,-,N/A,,Clear,70,2012-02-25 01:15:00
NSTU,2/24/2012,2:35 PM,84.2,73.4,70,29.76,10.0,East,11.5,-,N/A,,Clear,90,2012-02-25 01:35:00
NSTU,2/24/2012,2:55 PM,84.2,75.2,74,29.75,10.0,East,12.7,-,N/A,,Clear,80,2012-02-25 01:55:00
NSTU,2/24/2012,3:15 PM,84.2,73.4,70,29.75,10.0,East,12.7,-,N/A,,Clear,80,2012-02-25 02:15:00
NSTU,2/24/2012,3:35 PM,84.2,73.4,70,29.75,10.0,East,10.4,-,N/A,,Clear,90,2012-02-25 02:35:00
NSTU,2/24/2012,3:55 PM,84.2,75.2,74,29.75,10.0,East,9.2,-,N/A,,Clear,80,2012-02-25 02:55:00
NSTU,2/24/2012,4:15 PM,84.2,75.2,74,29.75,9.0,ENE,11.5,-,N/A,,Clear,70,2012-02-25 03:15:00
NSTU,2/24/2012,4:35 PM,84.2,75.2,74,29.75,9.0,East,11.5,-,N/A,,Scattered Clouds,80,2012-02-25 03:35:00
NSTU,2/24/2012,4:50 PM,82.4,75.2,79,29.76,3.0,ENE,12.7,-,N/A,Rain,Rain,70,2012-02-25 03:50:00
NSTU,2/24/2012,5:15 PM,82.4,75.2,79,29.75,10.0,ENE,9.2,-,N/A,Rain,Light Rain,70,2012-02-25 04:15:00
NSTU,2/24/2012,5:35 PM,82.4,75.2,79,29.76,8.0,ENE,10.4,-,N/A,Rain,Light Rain,70,2012-02-25 04:35:00
NSTU,2/24/2012,5:55 PM,82.4,75.2,79,29.76,5.0,NE,13.8,18.4,N/A,Rain,Light Rain,50,2012-02-25 04:55:00
NSTU,2/24/2012,6:15 PM,80.6,75.2,84,29.77,10.0,ENE,10.4,-,N/A,Rain,Light Rain,70,2012-02-25 05:15:00
NSTU,2/24/2012,6:35 PM,80.6,75.2,84,29.76,10.0,ENE,11.5,-,N/A,Rain,Light Rain,70,2012-02-25 05:35:00
NSTU,2/24/2012,6:55 PM,80.6,75.2,84,29.76,10.0,NE,9.2,-,N/A,Rain,Light Rain,50,2012-02-25 05:55:00
NSTU,2/24/2012,7:15 PM,80.6,75.2,84,29.77,10.0,Calm,Calm,-,N/A,Rain,Light Rain,0,2012-02-25 06:15:00
NSTU,2/24/2012,7:35 PM,80.6,75.2,84,29.78,10.0,East,11.5,-,N/A,Rain,Light Rain,80,2012-02-25 06:35:00
NSTU,2/24/2012,7:55 PM,80.6,75.2,84,29.78,9.0,NNE,4.6,-,N/A,Rain,Light Rain,30,2012-02-25 06:55:00
NSTU,2/24/2012,8:15 PM,80.6,75.2,84,29.79,10.0,ENE,10.4,-,N/A,,Partly Cloudy,70,2012-02-25 07:15:00
NSTU,2/24/2012,8:35 PM,80.6,75.2,84,29.80,10.0,NNE,3.5,-,N/A,,Clear,20,2012-02-25 07:35:00
NSTU,2/24/2012,8:55 PM,78.8,75.2,89,29.80,9.0,NW,3.5,-,N/A,,Mostly Cloudy,320,2012-02-25 07:55:00
NSTU,2/24/2012,9:15 PM,77.0,75.2,94,29.80,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2012-02-25 08:15:00
NSTU,2/24/2012,9:35 PM,77.0,75.2,94,29.81,10.0,North,4.6,-,N/A,,Mostly Cloudy,350,2012-02-25 08:35:00
NSTU,2/24/2012,9:55 PM,77.0,75.2,94,29.81,10.0,North,4.6,-,N/A,,Partly Cloudy,350,2012-02-25 08:55:00
NSTU,2/24/2012,10:15 PM,77.0,75.2,94,29.82,10.0,NNW,3.5,-,N/A,,Clear,330,2012-02-25 09:15:00
NSTU,2/24/2012,10:35 PM,77.0,75.2,94,29.82,10.0,NNW,4.6,-,N/A,,Partly Cloudy,340,2012-02-25 09:35:00
NSTU,2/24/2012,10:55 PM,77.0,75.2,94,29.82,10.0,North,3.5,-,N/A,,Clear,360,2012-02-25 09:55:00
NSTU,2/24/2012,11:15 PM,77.0,75.2,94,29.82,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-25 10:15:00
NSTU,2/24/2012,11:35 PM,77.0,73.4,89,29.81,10.0,NNW,4.6,-,N/A,,Clear,340,2012-02-25 10:35:00
NSTU,2/24/2012,11:55 PM,77.0,73.4,89,29.81,10.0,WNW,3.5,-,N/A,,Clear,300,2012-02-25 10:55:00
NSTU,2/25/2012,12:15 AM,77.0,73.4,89,29.80,10.0,WNW,3.5,-,N/A,,Clear,300,2012-02-25 11:15:00
NSTU,2/25/2012,12:35 AM,77.0,73.4,89,29.79,10.0,Calm,Calm,-,N/A,,Clear,0,2012-02-25 11:35:00
NSTU,2/25/2012,12:55 AM,77.0,73.4,89,29.81,5.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2012-02-25 11:55:00
