,TimeSST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
2014-01-16 23:50:00,11:50 PM,76.1,74.1,94,29.85,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-17 10:50:00<br />
2014-03-13 15:51:00,3:51 PM,82.8,78.3,86,29.74,10.0,NW,3.5,-,N/A,Rain,Rain Showers,310,2014-03-14 02:51:00<br />
2013-08-29 03:51:00,3:51 AM,75.6,72.5,90,29.88,10.0,Variable,3.5,-,N/A,,Overcast,0,2013-08-29 14:51:00<br />
2013-09-24 19:52:00,7:52 PM,79.5,69.8,72,29.91,10.0,ESE,16.1,-,N/A,,Mostly Cloudy,120,2013-09-25 06:52:00<br />
2014-02-10 12:52:00,12:52 PM,89.1,76.1,65,29.71,12.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2014-02-10 23:52:00<br />
2013-11-07 16:50:00,4:50 PM,84.9,74.8,72,29.79,12.0,East,10.4,-,N/A,,Scattered Clouds,100,2013-11-08 03:50:00<br />
2013-09-08 17:51:00,5:51 PM,79.5,75.7,88,29.93,2.0,East,24.2,-,N/A,Rain,Heavy Rain Showers,90,2013-09-09 04:51:00<br />
2013-10-06 00:52:00,12:52 AM,80.6,75.2,84,29.81,10.0,NE,4.6,-,N/A,,Scattered Clouds,40,2013-10-06 11:52:00<br />
2013-11-21 13:52:00,1:52 PM,83.8,76.8,79,29.84,12.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-11-22 00:52:00<br />
2013-11-15 18:51:00,6:51 PM,80.6,74.8,83,29.80,10.0,NW,3.5,-,N/A,,Scattered Clouds,320,2013-11-16 05:51:00<br />
2013-12-24 00:50:00,12:50 AM,77.7,75.2,92,29.77,10.0,Calm,Calm,-,N/A,,Overcast,0,2013-12-24 11:50:00<br />
2013-08-18 19:56:00,7:56 PM,79.0,75.6,89,29.85,10.0,East,10.4,-,N/A,Rain,Light Rain Showers,80,2013-08-19 06:56:00<br />
2014-02-25 07:00:00,7:00 AM,81,77,83,29.69,11,NE,6.9,,,Rain,Light Rain,40,2014-02-25 18:00:00<br />
2014-01-18 05:51:00,5:51 AM,76.8,74.8,94,29.85,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-18 16:51:00<br />
2013-10-21 06:54:00,6:54 AM,80.1,70.2,72,29.87,12.0,East,17.3,-,N/A,,Scattered Clouds,100,2013-10-21 17:54:00<br />
2014-01-19 10:55:00,10:55 AM,85.5,75.6,72,29.81,12.0,South,2.3,-,N/A,,Mostly Cloudy,180,2014-01-19 21:55:00<br />
2014-02-16 08:52:00,8:52 AM,88.3,79.5,75,29.82,12.0,East,9.2,-,N/A,,Mostly Cloudy,80,2014-02-16 19:52:00<br />
2014-02-16 12:51:00,12:51 PM,90.9,80.4,71,29.80,12.0,East,12.7,-,N/A,,Mostly Cloudy,90,2014-02-16 23:51:00<br />
2014-02-16 15:51:00,3:51 PM,88.7,78.6,72,29.76,12.0,East,10.4,-,N/A,,Mostly Cloudy,80,2014-02-17 02:51:00<br />
2013-09-18 04:57:00,4:57 AM,80.4,73.6,80,29.87,10.0,ESE,13.8,-,N/A,,Overcast,110,2013-09-18 15:57:00<br />
2014-02-19 01:00:00,1:00 AM,79,77,93,29.83,10,East,12.7,,,Rain,Light Rain Showers,90,2014-02-19 12:00:00<br />
2013-12-04 03:51:00,3:51 AM,79.0,75.0,88,29.72,10.0,SE,11.5,-,N/A,,Mostly Cloudy,140,2013-12-04 14:51:00<br />
2013-10-31 19:57:00,7:57 PM,80.4,74.5,82,29.90,10.0,East,16.1,-,N/A,,Overcast,80,2013-11-01 06:57:00<br />
2013-09-02 04:51:00,4:51 AM,73.8,72.7,96,29.80,10.0,Variable,2.3,-,N/A,,Partly Cloudy,0,2013-09-02 15:51:00<br />
2014-02-28 20:53:00,8:53 PM,83.3,75.6,77,29.75,10.0,North,17.3,-,N/A,,Overcast,350,2014-03-01 07:53:00<br />
2013-12-08 14:55:00,2:55 PM,86.5,77.4,74,29.73,12.0,East,13.8,-,N/A,,Scattered Clouds,80,2013-12-09 01:55:00<br />
2013-12-22 21:50:00,9:50 PM,80.8,76.1,86,29.79,10.0,Variable,2.3,-,N/A,,Scattered Clouds,0,2013-12-23 08:50:00<br />
2013-09-11 23:50:00,11:50 PM,81.3,73.6,77,30.00,10.0,East,26.5,-,N/A,,Mostly Cloudy,100,2013-09-12 10:50:00<br />
2013-08-17 18:50:00,6:50 PM,73.4,71.8,95,29.88,3.0,NE,16.1,-,N/A,Rain,Rain Showers,50,2013-08-18 05:50:00<br />
2013-10-03 19:50:00,7:50 PM,79.2,73.9,84,29.81,10.0,NW,3.5,-,N/A,,Mostly Cloudy,320,2013-10-04 06:50:00<br />
2013-09-27 07:53:00,7:53 AM,82.4,72.7,72,29.85,12.0,East,16.1,-,N/A,,Mostly Cloudy,100,2013-09-27 18:53:00<br />
2013-08-10 06:22:00,6:22 AM,75.2,75.2,100,29.92,6.2,NNW,5.8,-,N/A,Rain-Thunderstorm,Light Thunderstorms and Rain,340,2013-08-10 17:22:00<br />
2013-10-14 19:00:00,7:00 PM,82,74,72,29.90,10,East,17.3,,,,Overcast,100,2013-10-15 06:00:00<br />
2013-12-12 12:50:00,12:50 PM,87.6,75.2,66,29.73,12.0,North,9.2,-,N/A,,Mostly Cloudy,360,2013-12-12 23:50:00<br />
2013-08-03 22:58:00,10:58 PM,75.7,74.1,95,29.89,10.0,NNW,3.5,-,N/A,,Mostly Cloudy,330,2013-08-04 09:58:00<br />
2013-08-16 05:55:00,5:55 AM,78.4,75.2,90,29.81,7.0,East,23.0,-,N/A,Rain,Light Rain Showers,100,2013-08-16 16:55:00<br />
2013-08-18 08:52:00,8:52 AM,80.6,75.6,85,29.90,12.0,East,16.1,-,N/A,,Mostly Cloudy,90,2013-08-18 19:52:00<br />
2014-03-05 11:54:00,11:54 AM,87.6,79.2,76,29.78,12.0,East,6.9,-,N/A,,Mostly Cloudy,90,2014-03-05 22:54:00<br />
2014-02-23 22:50:00,10:50 PM,83.5,76.6,80,29.76,10.0,NW,11.5,-,N/A,,Overcast,310,2014-02-24 09:50:00<br />
2013-09-03 06:50:00,6:50 AM,73.9,72.3,95,29.86,12.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2013-09-03 17:50:00<br />
2013-10-12 19:50:00,7:50 PM,80.8,75.0,83,29.93,10.0,ESE,16.1,-,N/A,,Scattered Clouds,110,2013-10-13 06:50:00<br />
2013-10-30 21:30:00,9:30 PM,78.8,75.2,89,29.93,10.0,ESE,10.4,-,N/A,,Overcast,120,2013-10-31 08:30:00<br />
2013-09-17 10:40:00,10:40 AM,78.8,75.2,89,29.91,10.0,ENE,24.2,-,N/A,Rain,Light Rain,70,2013-09-17 21:40:00<br />
2013-11-25 22:51:00,10:51 PM,81.3,76.8,86,29.82,10.0,East,15.0,-,N/A,Rain,Light Rain Showers,100,2013-11-26 09:51:00<br />
2014-01-02 03:58:00,3:58 AM,80.8,74.3,81,29.72,10.0,NE,11.5,-,N/A,,Overcast,40,2014-01-02 14:58:00<br />
2013-10-15 17:52:00,5:52 PM,80.8,74.8,82,29.89,12.0,East,13.8,-,N/A,,Mostly Cloudy,80,2013-10-16 04:52:00<br />
2013-08-09 12:58:00,12:58 PM,86.0,76.3,73,29.85,12.0,East,16.1,-,N/A,,Partly Cloudy,80,2013-08-09 23:58:00<br />
2013-08-07 02:50:00,2:50 AM,78.3,68.0,71,29.91,10.0,East,16.1,-,N/A,,Scattered Clouds,100,2013-08-07 13:50:00<br />
2013-11-11 11:50:00,11:50 AM,88.3,79.2,74,29.78,12.0,East,11.5,-,N/A,,Mostly Cloudy,90,2013-11-11 22:50:00<br />
2014-03-15 01:38:00,1:38 AM,80.6,77.0,89,29.68,10.0,SW,6.9,-,N/A,Rain,Light Rain Showers,230,2014-03-15 12:38:00<br />
2013-11-24 16:55:00,4:55 PM,80.6,76.3,87,29.74,12.0,NE,9.2,-,N/A,,Overcast,40,2013-11-25 03:55:00<br />
2014-03-08 09:51:00,9:51 AM,82.2,75.2,79,29.81,12.0,Variable,4.6,-,N/A,,Overcast,0,2014-03-08 20:51:00<br />
2013-10-20 17:53:00,5:53 PM,80.2,69.8,70,29.85,12.0,ESE,19.6,-,N/A,,Overcast,110,2013-10-21 04:53:00<br />
2014-02-04 22:50:00,10:50 PM,79.2,73.9,84,29.75,10.0,NNW,3.5,-,N/A,,Scattered Clouds,340,2014-02-05 09:50:00<br />
2013-09-28 10:50:00,10:50 AM,80.8,73.6,79,29.87,12.0,ENE,13.8,-,N/A,,Overcast,60,2013-09-28 21:50:00<br />
2013-10-03 01:50:00,1:50 AM,76.8,74.8,94,29.81,10.0,Variable,2.3,-,N/A,,Partly Cloudy,0,2013-10-03 12:50:00<br />
2014-01-23 08:52:00,8:52 AM,85.3,77.0,76,29.80,12.0,ENE,3.5,-,N/A,,Scattered Clouds,70,2014-01-23 19:52:00<br />
2013-08-14 07:00:00,7:00 AM,79,72,73,29.88,12,SE,10.4,,,,Partly Cloudy,130,2013-08-14 18:00:00<br />
2014-02-07 04:52:00,4:52 AM,76.1,73.8,92,29.71,10.0,Variable,3.5,-,N/A,,Clear,0,2014-02-07 15:52:00<br />
2013-10-06 02:57:00,2:57 AM,79.0,75.0,88,29.78,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-10-06 13:57:00<br />
2013-09-11 10:52:00,10:52 AM,86.2,74.5,68,30.03,12.0,East,21.9,-,N/A,,Scattered Clouds,100,2013-09-11 21:52:00<br />
2013-10-27 21:53:00,9:53 PM,79.9,70.0,72,29.93,10.0,East,13.8,-,N/A,,Mostly Cloudy,100,2013-10-28 08:53:00<br />
2014-02-02 22:53:00,10:53 PM,82.2,77.5,86,29.85,10.0,East,15.0,-,N/A,,Mostly Cloudy,80,2014-02-03 09:53:00<br />
2013-08-16 01:53:00,1:53 AM,78.4,75.2,90,29.80,10.0,ESE,12.7,-,N/A,,Overcast,110,2013-08-16 12:53:00<br />
2013-11-15 16:56:00,4:56 PM,82.9,74.8,76,29.78,12.0,ENE,3.5,-,N/A,,Mostly Cloudy,70,2013-11-16 03:56:00<br />
2013-12-31 07:55:00,7:55 AM,83.1,76.1,79,29.69,10.0,Calm,Calm,-,N/A,,Overcast,0,2013-12-31 18:55:00<br />
2013-12-18 06:51:00,6:51 AM,82.8,76.5,81,29.83,12.0,East,16.1,-,N/A,,Mostly Cloudy,80,2013-12-18 17:51:00<br />
2014-02-17 01:54:00,1:54 AM,83.5,78.6,85,29.75,10.0,SE,10.4,-,N/A,,Mostly Cloudy,130,2014-02-17 12:54:00<br />
2014-01-06 19:00:00,7:00 PM,79,75,83,29.68,11,NW,6.9,,,Rain,Light Rain Showers,320,2014-01-07 06:00:00<br />
2013-11-11 06:53:00,6:53 AM,81.7,75.9,83,29.80,12.0,East,10.4,-,N/A,,Mostly Cloudy,100,2013-11-11 17:53:00<br />
2013-08-08 17:54:00,5:54 PM,80.1,73.8,81,29.86,12.0,East,18.4,-,N/A,,Mostly Cloudy,100,2013-08-09 04:54:00<br />
2013-12-11 02:55:00,2:55 AM,75.0,72.7,92,29.76,5.0,NW,4.6,-,N/A,Rain-Thunderstorm,Thunderstorms and Rain,310,2013-12-11 13:55:00<br />
2014-03-18 19:00:00,7:00 PM,82,73,67,29.62,12,SE,10.4,,,,Partly Cloudy,130,2014-03-19 06:00:00<br />
2014-02-11 00:53:00,12:53 AM,79.7,75.9,88,29.77,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-02-11 11:53:00<br />
2013-11-15 19:00:00,7:00 PM,81,75,77,29.80,10,NW,3.5,,,,Partly Cloudy,320,2013-11-16 06:00:00<br />
2014-02-27 00:51:00,12:51 AM,83.3,76.1,79,29.71,10.0,NNE,12.7,24.2,N/A,Rain,Light Rain Showers,20,2014-02-27 11:51:00<br />
2013-12-10 15:50:00,3:50 PM,85.1,75.9,74,29.73,12.0,NE,10.4,-,N/A,,Mostly Cloudy,50,2013-12-11 02:50:00<br />
2013-08-29 22:57:00,10:57 PM,80.8,74.7,82,29.93,10.0,East,12.7,-,N/A,,Mostly Cloudy,90,2013-08-30 09:57:00<br />
2013-11-16 05:52:00,5:52 AM,75.6,73.2,92,29.84,12.0,NW,3.5,-,N/A,,Scattered Clouds,310,2013-11-16 16:52:00<br />
2013-10-02 18:55:00,6:55 PM,80.6,73.9,80,29.83,10.0,North,4.6,-,N/A,,Overcast,350,2013-10-03 05:55:00<br />
2013-09-01 13:00:00,1:00 PM,80,76,86,29.82,10,East,9.2,,,Rain,Light Rain,80,2013-09-02 00:00:00<br />
2013-10-05 14:50:00,2:50 PM,88.3,78.3,72,29.77,12.0,East,15.0,-,N/A,,Scattered Clouds,80,2013-10-06 01:50:00<br />
2013-08-14 02:50:00,2:50 AM,78.3,71.6,80,29.85,10.0,ESE,6.9,-,N/A,,Mostly Cloudy,120,2013-08-14 13:50:00<br />
2013-08-02 12:50:00,12:50 PM,87.1,76.8,71,29.84,12.0,ENE,9.2,-,N/A,,Scattered Clouds,70,2013-08-02 23:50:00<br />
2013-10-10 06:52:00,6:52 AM,81.0,73.6,78,29.86,12.0,NW,3.5,-,N/A,,Mostly Cloudy,310,2013-10-10 17:52:00<br />
2013-10-07 19:00:00,7:00 PM,82,76,78,29.83,10,,2.3,,,,Partly Cloudy,,2013-10-08 06:00:00<br />
2013-08-30 11:50:00,11:50 AM,88.0,76.8,69,29.88,12.0,East,16.1,-,N/A,,Partly Cloudy,80,2013-08-30 22:50:00<br />
2014-03-09 06:54:00,6:54 AM,77.5,75.7,94,29.74,10.0,Calm,Calm,-,N/A,Rain,Light Rain,0,2014-03-09 17:54:00<br />
2013-10-28 01:52:00,1:52 AM,79.3,70.9,75,29.88,10.0,East,11.5,-,N/A,,Mostly Cloudy,90,2013-10-28 12:52:00<br />
2014-01-12 19:55:00,7:55 PM,79.7,74.1,83,29.81,10.0,NNE,3.5,-,N/A,,Mostly Cloudy,20,2014-01-13 06:55:00<br />
2014-01-13 16:51:00,4:51 PM,83.1,76.6,81,29.77,12.0,SE,5.8,-,N/A,,Mostly Cloudy,130,2014-01-14 03:51:00<br />
2013-12-09 10:24:00,10:24 AM,77.0,73.4,89,29.82,5.0,NW,5.8,-,N/A,Rain,Light Rain Showers,320,2013-12-09 21:24:00<br />
2013-12-03 19:00:00,7:00 PM,81,76,81,29.74,11,SE,17.3,,,,Partly Cloudy,130,2013-12-04 06:00:00<br />
2014-02-26 01:50:00,1:50 AM,82.4,75.0,78,29.68,10.0,North,10.4,-,N/A,,Overcast,10,2014-02-26 12:50:00<br />
2013-11-09 15:53:00,3:53 PM,81.3,75.2,82,29.76,12.0,ENE,18.4,-,N/A,,Overcast,60,2013-11-10 02:53:00<br />
2014-02-10 17:53:00,5:53 PM,86.0,76.1,72,29.69,12.0,NNW,4.6,-,N/A,,Mostly Cloudy,330,2014-02-11 04:53:00<br />
2014-02-26 06:52:00,6:52 AM,78.8,74.7,87,29.71,11.0,NNE,12.7,-,N/A,Rain,Rain Showers,30,2014-02-26 17:52:00<br />
2013-08-24 17:52:00,5:52 PM,82.6,74.5,76,29.88,10.0,NE,6.9,-,N/A,,Mostly Cloudy,40,2013-08-25 04:52:00<br />
2013-12-27 21:50:00,9:50 PM,83.1,76.1,79,29.75,10.0,East,11.5,-,N/A,,Mostly Cloudy,90,2013-12-28 08:50:00<br />
2013-08-02 06:51:00,6:51 AM,74.8,73.4,95,29.87,12.0,Variable,2.3,-,N/A,,Partly Cloudy,0,2013-08-02 17:51:00<br />
2013-09-13 09:56:00,9:56 AM,82.9,77.0,82,29.92,10.0,East,19.6,-,N/A,Rain,Light Rain Showers,100,2013-09-13 20:56:00<br />
2013-10-17 05:58:00,5:58 AM,80.2,74.3,82,29.88,10.0,East,17.3,-,N/A,,Scattered Clouds,100,2013-10-17 16:58:00<br />
2014-01-04 19:53:00,7:53 PM,80.6,75.0,83,29.74,7.0,North,3.5,-,N/A,Rain,Rain Showers,350,2014-01-05 06:53:00<br />
2014-02-04 20:53:00,8:53 PM,79.9,73.6,81,29.77,10.0,NNW,2.3,-,N/A,,Partly Cloudy,340,2014-02-05 07:53:00<br />
2014-01-08 10:52:00,10:52 AM,80.2,75.0,84,29.71,11.0,NW,15.0,-,N/A,,Mostly Cloudy,320,2014-01-08 21:52:00<br />
2013-09-04 02:53:00,2:53 AM,77.5,73.8,88,29.82,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2013-09-04 13:53:00<br />
2014-01-22 13:55:00,1:55 PM,87.3,77.5,73,29.76,12.0,East,9.2,-,N/A,,Scattered Clouds,100,2014-01-23 00:55:00<br />
2014-03-14 20:54:00,8:54 PM,80.8,77.0,88,29.75,10.0,Variable,3.5,-,N/A,,Overcast,0,2014-03-15 07:54:00<br />
2013-12-16 21:50:00,9:50 PM,82.8,77.5,84,29.85,10.0,ENE,10.4,-,N/A,,Partly Cloudy,60,2013-12-17 08:50:00<br />
2014-03-15 23:50:00,11:50 PM,84.0,75.0,74,29.71,10.0,ESE,20.7,-,N/A,Rain,Light Rain Showers,120,2014-03-16 10:50:00<br />
2013-09-05 15:52:00,3:52 PM,84.9,72.1,65,29.90,12.0,South,5.8,-,N/A,,Scattered Clouds,180,2013-09-06 02:52:00<br />
2014-01-06 14:29:00,2:29 PM,78.8,75.2,89,29.69,6.0,North,5.8,-,N/A,Rain,Rain Showers,10,2014-01-07 01:29:00<br />
2014-01-15 07:00:00,7:00 AM,82,76,78,29.81,12,NE,4.6,,,,Partly Cloudy,40,2014-01-15 18:00:00<br />
2014-02-27 19:00:00,7:00 PM,81,75,78,29.71,11,North,13.8,,,Rain,Light Rain Showers,350,2014-02-28 06:00:00<br />
2014-02-14 02:55:00,2:55 AM,80.2,76.1,87,29.70,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-02-14 13:55:00<br />
2013-11-12 01:59:00,1:59 AM,78.3,74.5,88,29.75,10.0,NNW,3.5,-,N/A,,Mostly Cloudy,340,2013-11-12 12:59:00<br />
2013-09-06 20:55:00,8:55 PM,78.8,73.8,84,29.99,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2013-09-07 07:55:00<br />
2013-08-11 00:54:00,12:54 AM,80.2,75.2,85,29.93,10.0,NE,9.2,-,N/A,,Mostly Cloudy,50,2013-08-11 11:54:00<br />
2013-09-26 01:00:00,1:00 AM,78,70,69,29.87,10,ESE,10.4,,,,Partly Cloudy,120,2013-09-26 12:00:00<br />
2014-01-26 16:54:00,4:54 PM,82.6,76.1,81,29.72,12.0,ENE,5.8,-,N/A,,Mostly Cloudy,70,2014-01-27 03:54:00<br />
2014-03-09 21:51:00,9:51 PM,83.1,77.9,84,29.73,10.0,South,6.9,-,N/A,,Mostly Cloudy,180,2014-03-10 08:51:00<br />
2013-11-22 21:51:00,9:51 PM,79.3,75.6,88,29.93,10.0,ENE,18.4,-,N/A,Rain,Light Rain Showers,60,2013-11-23 08:51:00<br />
2013-10-06 01:00:00,1:00 AM,81,75,78,29.81,10,NE,4.6,,,,Partly Cloudy,40,2013-10-06 12:00:00<br />
2014-03-13 00:52:00,12:52 AM,80.1,75.9,87,29.75,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-03-13 11:52:00<br />
2013-12-27 07:50:00,7:50 AM,82.8,78.8,88,29.72,12.0,East,10.4,-,N/A,,Overcast,100,2013-12-27 18:50:00<br />
2014-01-27 20:58:00,8:58 PM,79.9,75.0,85,29.76,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-01-28 07:58:00<br />
2013-10-05 10:50:00,10:50 AM,87.8,77.5,71,29.83,12.0,East,16.1,-,N/A,,Scattered Clouds,80,2013-10-05 21:50:00<br />
2013-11-14 13:00:00,1:00 PM,84,75,67,29.85,12,,5.8,,,,Scattered Clouds,,2013-11-15 00:00:00<br />
2014-02-20 09:51:00,9:51 AM,84.4,77.0,78,29.76,12.0,WSW,6.9,-,N/A,,Mostly Cloudy,250,2014-02-20 20:51:00<br />
2013-10-02 15:54:00,3:54 PM,81.7,77.0,86,29.78,10.0,NE,3.5,17.3,N/A,Rain,Light Rain,50,2013-10-03 02:54:00<br />
2013-10-07 15:53:00,3:53 PM,85.8,76.8,74,29.78,12.0,ENE,10.4,-,N/A,,Scattered Clouds,70,2013-10-08 02:53:00<br />
2014-03-15 14:53:00,2:53 PM,85.5,77.5,77,29.64,10.0,ESE,18.4,-,N/A,,Overcast,120,2014-03-16 01:53:00<br />
2014-02-05 08:59:00,8:59 AM,84.9,74.3,70,29.74,12.0,East,4.6,-,N/A,,Clear,80,2014-02-05 19:59:00<br />
2013-12-13 05:51:00,5:51 AM,79.2,74.8,87,29.78,12.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-12-13 16:51:00<br />
2014-03-06 07:00:00,7:00 AM,80,77,87,29.78,12,NW,3.5,,,,Overcast,320,2014-03-06 18:00:00<br />
2014-03-04 15:50:00,3:50 PM,85.1,77.4,78,29.75,10.0,NNW,9.2,-,N/A,Rain,Light Rain Showers,340,2014-03-05 02:50:00<br />
2014-01-21 00:50:00,12:50 AM,76.3,74.1,93,29.81,10.0,Variable,3.5,-,N/A,,Partly Cloudy,0,2014-01-21 11:50:00<br />
2013-09-17 16:50:00,4:50 PM,81.1,76.3,85,29.83,11.0,East,18.4,-,N/A,,Overcast,90,2013-09-18 03:50:00<br />
2013-12-29 13:00:00,1:00 PM,88,77,64,29.69,12,ESE,6.9,,,,Partly Cloudy,110,2013-12-30 00:00:00<br />
2013-10-12 07:00:00,7:00 AM,81,75,78,29.93,12,ESE,18.4,,,,Partly Cloudy,110,2013-10-12 18:00:00<br />
2013-10-13 05:53:00,5:53 AM,79.5,75.9,89,29.88,11.0,ESE,16.1,-,N/A,,Overcast,120,2013-10-13 16:53:00<br />
2013-08-30 09:53:00,9:53 AM,86.7,77.2,73,29.92,12.0,East,12.7,-,N/A,,Partly Cloudy,90,2013-08-30 20:53:00<br />
2013-12-30 05:55:00,5:55 AM,77.9,74.8,90,29.66,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2013-12-30 16:55:00<br />
2014-03-13 23:50:00,11:50 PM,82.0,75.9,82,29.81,10.0,NNW,6.9,-,N/A,,Mostly Cloudy,330,2014-03-14 10:50:00<br />
2014-03-12 01:00:00,1:00 AM,80,77,89,29.69,10,,3.5,,,,Scattered Clouds,,2014-03-12 12:00:00<br />
2014-01-28 21:52:00,9:52 PM,82.0,74.5,78,29.80,10.0,NNE,4.6,-,N/A,,Mostly Cloudy,20,2014-01-29 08:52:00<br />
2013-11-03 17:52:00,5:52 PM,81.9,72.1,72,29.83,12.0,ESE,16.1,-,N/A,,Mostly Cloudy,120,2013-11-04 04:52:00<br />
2013-09-02 18:53:00,6:53 PM,80.2,75.2,85,29.84,10.0,ESE,5.8,-,N/A,,Mostly Cloudy,110,2013-09-03 05:53:00<br />
2014-03-03 17:52:00,5:52 PM,83.5,76.8,80,29.76,10.0,NNW,3.5,-,N/A,,Mostly Cloudy,340,2014-03-04 04:52:00<br />
2013-12-25 04:50:00,4:50 AM,76.6,74.5,93,29.72,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2013-12-25 15:50:00<br />
2014-01-07 01:53:00,1:53 AM,80.1,74.7,83,29.64,8.0,North,18.4,-,N/A,Rain,Light Rain Showers,360,2014-01-07 12:53:00<br />
2013-12-23 07:00:00,7:00 AM,80,77,87,29.79,12,Calm,Calm,,,,Overcast,,2013-12-23 18:00:00<br />
2013-11-24 08:58:00,8:58 AM,88.0,78.6,74,29.82,12.0,East,13.8,-,N/A,,Mostly Cloudy,90,2013-11-24 19:58:00<br />
2014-01-19 02:52:00,2:52 AM,77.5,74.3,90,29.81,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2014-01-19 13:52:00<br />
2013-09-27 17:51:00,5:51 PM,81.3,71.4,72,29.80,12.0,East,16.1,-,N/A,,Scattered Clouds,100,2013-09-28 04:51:00<br />
2013-12-21 03:17:00,3:17 AM,82.4,75.2,79,29.73,6.2,NE,16.1,-,N/A,Rain,Light Rain Showers,40,2013-12-21 14:17:00<br />
2013-11-18 04:50:00,4:50 AM,80.2,75.7,86,29.77,7.0,ESE,9.2,-,N/A,Rain,Light Rain Showers,120,2013-11-18 15:50:00<br />
2013-12-01 13:50:00,1:50 PM,84.9,76.8,77,29.82,12.0,East,9.2,-,N/A,,Overcast,100,2013-12-02 00:50:00<br />
2013-10-27 14:56:00,2:56 PM,85.6,72.0,63,29.84,12.0,ESE,11.5,-,N/A,,Scattered Clouds,120,2013-10-28 01:56:00<br />
2014-01-28 02:50:00,2:50 AM,77.0,74.7,92,29.75,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-28 13:50:00<br />
2014-02-16 07:50:00,7:50 AM,82.8,75.9,80,29.82,12.0,NE,8.1,-,N/A,Rain,Light Rain Showers,40,2014-02-16 18:50:00<br />
2014-01-29 01:54:00,1:54 AM,79.2,75.6,89,29.76,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-01-29 12:54:00<br />
2013-12-19 14:50:00,2:50 PM,88.7,77.9,70,29.72,12.0,East,16.1,-,N/A,,Mostly Cloudy,80,2013-12-20 01:50:00<br />
2013-12-12 19:54:00,7:54 PM,82.6,75.9,80,29.78,10.0,Variable,2.3,-,N/A,,Mostly Cloudy,0,2013-12-13 06:54:00<br />
2014-02-14 12:54:00,12:54 PM,86.4,78.4,77,29.71,12.0,South,9.2,-,N/A,,Mostly Cloudy,180,2014-02-14 23:54:00<br />
2013-12-05 10:50:00,10:50 AM,84.2,77.5,80,29.79,12.0,East,13.8,-,N/A,,Mostly Cloudy,80,2013-12-05 21:50:00<br />
2013-11-23 13:00:00,1:00 PM,87,79,70,29.84,12,East,10.4,,,,Partly Cloudy,100,2013-11-24 00:00:00<br />
2013-12-09 01:00:00,1:00 AM,79,75,85,29.78,10,,2.3,,,Rain,Light Rain Showers,,2013-12-09 12:00:00<br />
2013-12-21 03:54:00,3:54 AM,81.7,75.7,82,29.73,10.0,NNE,5.8,-,N/A,,Mostly Cloudy,20,2013-12-21 14:54:00<br />
2014-02-07 18:51:00,6:51 PM,84.6,75.6,74,29.70,10.0,West,4.6,-,N/A,,Overcast,260,2014-02-08 05:51:00<br />
2014-01-06 02:51:00,2:51 AM,78.1,74.1,88,29.67,8.0,NNW,11.5,-,N/A,Rain,Rain Showers,330,2014-01-06 13:51:00<br />
2013-10-21 08:55:00,8:55 AM,83.5,72.1,69,29.91,12.0,East,17.3,-,N/A,,Mostly Cloudy,100,2013-10-21 19:55:00<br />
2014-03-03 14:50:00,2:50 PM,86.9,77.5,74,29.75,12.0,North,5.8,-,N/A,,Mostly Cloudy,350,2014-03-04 01:50:00<br />
2013-08-19 21:54:00,9:54 PM,76.8,74.1,91,29.90,10.0,ENE,6.9,-,N/A,,Scattered Clouds,60,2013-08-20 08:54:00<br />
2014-01-06 22:50:00,10:50 PM,80.6,74.3,81,29.71,10.0,NNW,17.3,-,N/A,Rain,Light Rain Showers,340,2014-01-07 09:50:00<br />
2013-12-13 11:52:00,11:52 AM,88.7,76.3,67,29.81,12.0,NNW,5.8,-,N/A,,Mostly Cloudy,340,2013-12-13 22:52:00<br />
2014-02-01 13:00:00,1:00 PM,88,79,67,29.77,12,East,9.2,,,,Partly Cloudy,100,2014-02-02 00:00:00<br />
2013-08-07 03:50:00,3:50 AM,77.9,67.8,71,29.90,10.0,East,16.1,-,N/A,,Scattered Clouds,100,2013-08-07 14:50:00<br />
